"count","bin","cortex","gene","mouse","cell_num","hemisphere","age"
1,60,"cortex","Cux2","1","4102","left","12"
0,60,"cortex","Cux2","1","4103","left","12"
0,60,"cortex","Cux2","1","4104","left","12"
0,60,"cortex","Cux2","1","4105","left","12"
0,62,"cortex","Cux2","1","4106","left","12"
2,60,"cortex","Cux2","1","4107","left","12"
0,59,"cortex","Cux2","1","4108","left","12"
0,60,"cortex","Cux2","1","4109","left","12"
0,58,"cortex","Cux2","1","4110","left","12"
1,59,"cortex","Cux2","1","4111","left","12"
0,59,"cortex","Cux2","1","4112","left","12"
1,59,"cortex","Cux2","1","4113","left","12"
0,60,"cortex","Cux2","1","4114","left","12"
2,59,"cortex","Cux2","1","4115","left","12"
0,58,"cortex","Cux2","1","4116","left","12"
1,57,"cortex","Cux2","1","4117","left","12"
0,58,"cortex","Cux2","1","4118","left","12"
1,58,"cortex","Cux2","1","4119","left","12"
0,57,"cortex","Cux2","1","4120","left","12"
1,59,"cortex","Cux2","1","4121","left","12"
0,57,"cortex","Cux2","1","4122","left","12"
0,57,"cortex","Cux2","1","4123","left","12"
2,58,"cortex","Cux2","1","4124","left","12"
0,58,"cortex","Cux2","1","4125","left","12"
0,58,"cortex","Cux2","1","4126","left","12"
0,56,"cortex","Cux2","1","4127","left","12"
0,56,"cortex","Cux2","1","4128","left","12"
0,56,"cortex","Cux2","1","4129","left","12"
0,58,"cortex","Cux2","1","4130","left","12"
0,56,"cortex","Cux2","1","4131","left","12"
1,56,"cortex","Cux2","1","4132","left","12"
0,57,"cortex","Cux2","1","4133","left","12"
2,57,"cortex","Cux2","1","4134","left","12"
0,56,"cortex","Cux2","1","4135","left","12"
1,56,"cortex","Cux2","1","4136","left","12"
0,55,"cortex","Cux2","1","4137","left","12"
1,55,"cortex","Cux2","1","4138","left","12"
3,57,"cortex","Cux2","1","4139","left","12"
0,57,"cortex","Cux2","1","4140","left","12"
0,56,"cortex","Cux2","1","4141","left","12"
1,55,"cortex","Cux2","1","4142","left","12"
1,56,"cortex","Cux2","1","4143","left","12"
0,55,"cortex","Cux2","1","4144","left","12"
3,53,"cortex","Cux2","1","4145","left","12"
0,55,"cortex","Cux2","1","4146","left","12"
0,54,"cortex","Cux2","1","4147","left","12"
0,54,"cortex","Cux2","1","4148","left","12"
0,54,"cortex","Cux2","1","4149","left","12"
0,53,"cortex","Cux2","1","4150","left","12"
0,53,"cortex","Cux2","1","4151","left","12"
0,54,"cortex","Cux2","1","4152","left","12"
0,54,"cortex","Cux2","1","4153","left","12"
0,54,"cortex","Cux2","1","4154","left","12"
1,53,"cortex","Cux2","1","4155","left","12"
0,53,"cortex","Cux2","1","4156","left","12"
0,53,"cortex","Cux2","1","4157","left","12"
1,54,"cortex","Cux2","1","4158","left","12"
0,53,"cortex","Cux2","1","4159","left","12"
0,53,"cortex","Cux2","1","4160","left","12"
1,52,"cortex","Cux2","1","4161","left","12"
0,52,"cortex","Cux2","1","4162","left","12"
0,53,"cortex","Cux2","1","4163","left","12"
0,53,"cortex","Cux2","1","4164","left","12"
0,53,"cortex","Cux2","1","4165","left","12"
0,52,"cortex","Cux2","1","4166","left","12"
0,52,"cortex","Cux2","1","4167","left","12"
0,52,"cortex","Cux2","1","4168","left","12"
0,51,"cortex","Cux2","1","4169","left","12"
0,51,"cortex","Cux2","1","4170","left","12"
0,52,"cortex","Cux2","1","4171","left","12"
0,52,"cortex","Cux2","1","4172","left","12"
0,51,"cortex","Cux2","1","4173","left","12"
0,52,"cortex","Cux2","1","4174","left","12"
1,52,"cortex","Cux2","1","4175","left","12"
0,52,"cortex","Cux2","1","4176","left","12"
1,51,"cortex","Cux2","1","4177","left","12"
0,51,"cortex","Cux2","1","4178","left","12"
0,51,"cortex","Cux2","1","4179","left","12"
0,51,"cortex","Cux2","1","4180","left","12"
0,50,"cortex","Cux2","1","4181","left","12"
1,51,"cortex","Cux2","1","4182","left","12"
0,50,"cortex","Cux2","1","4183","left","12"
0,51,"cortex","Cux2","1","4184","left","12"
0,50,"cortex","Cux2","1","4185","left","12"
1,50,"cortex","Cux2","1","4186","left","12"
0,50,"cortex","Cux2","1","4187","left","12"
0,51,"cortex","Cux2","1","4188","left","12"
0,51,"cortex","Cux2","1","4189","left","12"
0,50,"cortex","Cux2","1","4190","left","12"
0,49,"cortex","Cux2","1","4191","left","12"
0,49,"cortex","Cux2","1","4192","left","12"
0,49,"cortex","Cux2","1","4193","left","12"
1,50,"cortex","Cux2","1","4194","left","12"
0,49,"cortex","Cux2","1","4195","left","12"
0,48,"cortex","Cux2","1","4196","left","12"
0,49,"cortex","Cux2","1","4197","left","12"
0,48,"cortex","Cux2","1","4198","left","12"
0,49,"cortex","Cux2","1","4199","left","12"
2,49,"cortex","Cux2","1","4200","left","12"
0,48,"cortex","Cux2","1","4201","left","12"
0,48,"cortex","Cux2","1","4202","left","12"
0,48,"cortex","Cux2","1","4203","left","12"
0,47,"cortex","Cux2","1","4204","left","12"
2,47,"cortex","Cux2","1","4205","left","12"
1,47,"cortex","Cux2","1","4206","left","12"
2,47,"cortex","Cux2","1","4207","left","12"
0,47,"cortex","Cux2","1","4208","left","12"
0,73,"cortex","Cux2","1","4209","left","12"
0,67,"cortex","Cux2","1","4210","left","12"
0,66,"cortex","Cux2","1","4211","left","12"
0,53,"cortex","Cux2","1","4212","left","12"
0,52,"cortex","Cux2","1","4213","left","12"
0,52,"cortex","Cux2","1","4214","left","12"
0,49,"cortex","Cux2","1","4215","left","12"
0,74,"cortex","Cux2","1","4216","left","12"
1,75,"cortex","Cux2","1","4217","left","12"
0,74,"cortex","Cux2","1","4218","left","12"
0,78,"cortex","Cux2","1","4219","left","12"
3,77,"cortex","Cux2","1","4220","left","12"
1,72,"cortex","Cux2","1","4221","left","12"
1,74,"cortex","Cux2","1","4222","left","12"
0,80,"cortex","Cux2","1","4223","left","12"
1,74,"cortex","Cux2","1","4224","left","12"
1,72,"cortex","Cux2","1","4225","left","12"
1,73,"cortex","Cux2","1","4226","left","12"
1,75,"cortex","Cux2","1","4227","left","12"
0,70,"cortex","Cux2","1","4228","left","12"
0,72,"cortex","Cux2","1","4229","left","12"
1,71,"cortex","Cux2","1","4230","left","12"
2,73,"cortex","Cux2","1","4231","left","12"
0,69,"cortex","Cux2","1","4232","left","12"
0,67,"cortex","Cux2","1","4233","left","12"
1,71,"cortex","Cux2","1","4234","left","12"
0,69,"cortex","Cux2","1","4235","left","12"
1,67,"cortex","Cux2","1","4236","left","12"
4,74,"cortex","Cux2","1","4237","left","12"
1,70,"cortex","Cux2","1","4238","left","12"
0,68,"cortex","Cux2","1","4239","left","12"
0,72,"cortex","Cux2","1","4240","left","12"
3,71,"cortex","Cux2","1","4241","left","12"
1,69,"cortex","Cux2","1","4242","left","12"
2,68,"cortex","Cux2","1","4243","left","12"
1,67,"cortex","Cux2","1","4244","left","12"
1,70,"cortex","Cux2","1","4245","left","12"
0,69,"cortex","Cux2","1","4246","left","12"
0,69,"cortex","Cux2","1","4247","left","12"
0,67,"cortex","Cux2","1","4248","left","12"
0,67,"cortex","Cux2","1","4249","left","12"
0,70,"cortex","Cux2","1","4250","left","12"
1,74,"cortex","Cux2","1","4251","left","12"
1,69,"cortex","Cux2","1","4252","left","12"
0,67,"cortex","Cux2","1","4253","left","12"
1,69,"cortex","Cux2","1","4254","left","12"
0,68,"cortex","Cux2","1","4255","left","12"
2,66,"cortex","Cux2","1","4256","left","12"
0,68,"cortex","Cux2","1","4257","left","12"
0,70,"cortex","Cux2","1","4258","left","12"
1,65,"cortex","Cux2","1","4259","left","12"
0,70,"cortex","Cux2","1","4260","left","12"
1,66,"cortex","Cux2","1","4261","left","12"
0,68,"cortex","Cux2","1","4262","left","12"
0,66,"cortex","Cux2","1","4263","left","12"
1,65,"cortex","Cux2","1","4264","left","12"
1,66,"cortex","Cux2","1","4265","left","12"
2,67,"cortex","Cux2","1","4266","left","12"
1,64,"cortex","Cux2","1","4267","left","12"
1,65,"cortex","Cux2","1","4268","left","12"
2,71,"cortex","Cux2","1","4269","left","12"
1,63,"cortex","Cux2","1","4270","left","12"
0,67,"cortex","Cux2","1","4271","left","12"
3,66,"cortex","Cux2","1","4272","left","12"
0,69,"cortex","Cux2","1","4273","left","12"
0,65,"cortex","Cux2","1","4274","left","12"
0,71,"cortex","Cux2","1","4275","left","12"
1,65,"cortex","Cux2","1","4276","left","12"
3,64,"cortex","Cux2","1","4277","left","12"
0,65,"cortex","Cux2","1","4278","left","12"
1,66,"cortex","Cux2","1","4279","left","12"
0,66,"cortex","Cux2","1","4280","left","12"
1,63,"cortex","Cux2","1","4281","left","12"
1,65,"cortex","Cux2","1","4282","left","12"
1,64,"cortex","Cux2","1","4283","left","12"
3,68,"cortex","Cux2","1","4284","left","12"
0,65,"cortex","Cux2","1","4285","left","12"
0,66,"cortex","Cux2","1","4286","left","12"
0,64,"cortex","Cux2","1","4287","left","12"
0,66,"cortex","Cux2","1","4288","left","12"
1,64,"cortex","Cux2","1","4289","left","12"
1,62,"cortex","Cux2","1","4290","left","12"
1,64,"cortex","Cux2","1","4291","left","12"
0,61,"cortex","Cux2","1","4292","left","12"
0,63,"cortex","Cux2","1","4293","left","12"
2,62,"cortex","Cux2","1","4294","left","12"
1,64,"cortex","Cux2","1","4295","left","12"
2,63,"cortex","Cux2","1","4296","left","12"
0,60,"cortex","Cux2","1","4297","left","12"
4,67,"cortex","Cux2","1","4298","left","12"
2,63,"cortex","Cux2","1","4299","left","12"
0,65,"cortex","Cux2","1","4300","left","12"
0,61,"cortex","Cux2","1","4301","left","12"
0,61,"cortex","Cux2","1","4302","left","12"
0,61,"cortex","Cux2","1","4303","left","12"
1,61,"cortex","Cux2","1","4304","left","12"
0,64,"cortex","Cux2","1","4305","left","12"
0,61,"cortex","Cux2","1","4306","left","12"
0,62,"cortex","Cux2","1","4307","left","12"
0,62,"cortex","Cux2","1","4308","left","12"
0,60,"cortex","Cux2","1","4309","left","12"
0,61,"cortex","Cux2","1","4310","left","12"
1,62,"cortex","Cux2","1","4311","left","12"
0,64,"cortex","Cux2","1","4312","left","12"
1,61,"cortex","Cux2","1","4313","left","12"
0,62,"cortex","Cux2","1","4314","left","12"
0,59,"cortex","Cux2","1","4315","left","12"
0,61,"cortex","Cux2","1","4316","left","12"
0,62,"cortex","Cux2","1","4317","left","12"
0,59,"cortex","Cux2","1","4318","left","12"
0,60,"cortex","Cux2","1","4319","left","12"
0,61,"cortex","Cux2","1","4320","left","12"
0,58,"cortex","Cux2","1","4321","left","12"
1,64,"cortex","Cux2","1","4322","left","12"
0,60,"cortex","Cux2","1","4323","left","12"
0,60,"cortex","Cux2","1","4324","left","12"
0,60,"cortex","Cux2","1","4325","left","12"
0,60,"cortex","Cux2","1","4326","left","12"
1,60,"cortex","Cux2","1","4327","left","12"
2,57,"cortex","Cux2","1","4328","left","12"
0,58,"cortex","Cux2","1","4329","left","12"
2,58,"cortex","Cux2","1","4330","left","12"
0,58,"cortex","Cux2","1","4331","left","12"
2,58,"cortex","Cux2","1","4332","left","12"
0,59,"cortex","Cux2","1","4333","left","12"
0,59,"cortex","Cux2","1","4334","left","12"
0,60,"cortex","Cux2","1","4335","left","12"
1,58,"cortex","Cux2","1","4336","left","12"
0,56,"cortex","Cux2","1","4337","left","12"
0,57,"cortex","Cux2","1","4338","left","12"
2,58,"cortex","Cux2","1","4339","left","12"
1,60,"cortex","Cux2","1","4340","left","12"
1,57,"cortex","Cux2","1","4341","left","12"
1,56,"cortex","Cux2","1","4342","left","12"
0,57,"cortex","Cux2","1","4343","left","12"
3,58,"cortex","Cux2","1","4344","left","12"
0,57,"cortex","Cux2","1","4345","left","12"
0,57,"cortex","Cux2","1","4346","left","12"
0,55,"cortex","Cux2","1","4347","left","12"
2,57,"cortex","Cux2","1","4348","left","12"
0,61,"cortex","Cux2","1","4349","left","12"
0,59,"cortex","Cux2","1","4350","left","12"
0,56,"cortex","Cux2","1","4351","left","12"
0,57,"cortex","Cux2","1","4352","left","12"
0,57,"cortex","Cux2","1","4353","left","12"
0,55,"cortex","Cux2","1","4354","left","12"
0,54,"cortex","Cux2","1","4355","left","12"
0,57,"cortex","Cux2","1","4356","left","12"
1,56,"cortex","Cux2","1","4357","left","12"
0,56,"cortex","Cux2","1","4358","left","12"
0,57,"cortex","Cux2","1","4359","left","12"
0,55,"cortex","Cux2","1","4360","left","12"
0,54,"cortex","Cux2","1","4361","left","12"
0,57,"cortex","Cux2","1","4362","left","12"
0,58,"cortex","Cux2","1","4363","left","12"
0,56,"cortex","Cux2","1","4364","left","12"
1,54,"cortex","Cux2","1","4365","left","12"
0,54,"cortex","Cux2","1","4366","left","12"
0,52,"cortex","Cux2","1","4367","left","12"
0,54,"cortex","Cux2","1","4368","left","12"
0,53,"cortex","Cux2","1","4369","left","12"
1,53,"cortex","Cux2","1","4370","left","12"
1,53,"cortex","Cux2","1","4371","left","12"
0,54,"cortex","Cux2","1","4372","left","12"
2,54,"cortex","Cux2","1","4373","left","12"
0,54,"cortex","Cux2","1","4374","left","12"
1,53,"cortex","Cux2","1","4375","left","12"
0,53,"cortex","Cux2","1","4376","left","12"
0,54,"cortex","Cux2","1","4377","left","12"
0,53,"cortex","Cux2","1","4378","left","12"
0,55,"cortex","Cux2","1","4379","left","12"
0,51,"cortex","Cux2","1","4380","left","12"
0,52,"cortex","Cux2","1","4381","left","12"
0,52,"cortex","Cux2","1","4382","left","12"
1,53,"cortex","Cux2","1","4383","left","12"
1,52,"cortex","Cux2","1","4384","left","12"
0,52,"cortex","Cux2","1","4385","left","12"
0,52,"cortex","Cux2","1","4386","left","12"
0,51,"cortex","Cux2","1","4387","left","12"
0,52,"cortex","Cux2","1","4388","left","12"
0,51,"cortex","Cux2","1","4389","left","12"
0,53,"cortex","Cux2","1","4390","left","12"
0,51,"cortex","Cux2","1","4391","left","12"
1,52,"cortex","Cux2","1","4392","left","12"
1,52,"cortex","Cux2","1","4393","left","12"
1,50,"cortex","Cux2","1","4394","left","12"
1,50,"cortex","Cux2","1","4395","left","12"
0,52,"cortex","Cux2","1","4396","left","12"
0,50,"cortex","Cux2","1","4397","left","12"
0,50,"cortex","Cux2","1","4398","left","12"
0,51,"cortex","Cux2","1","4399","left","12"
0,49,"cortex","Cux2","1","4400","left","12"
0,50,"cortex","Cux2","1","4401","left","12"
0,50,"cortex","Cux2","1","4402","left","12"
1,50,"cortex","Cux2","1","4403","left","12"
0,49,"cortex","Cux2","1","4404","left","12"
0,49,"cortex","Cux2","1","4405","left","12"
0,49,"cortex","Cux2","1","4406","left","12"
0,50,"cortex","Cux2","1","4407","left","12"
0,50,"cortex","Cux2","1","4408","left","12"
2,50,"cortex","Cux2","1","4409","left","12"
0,50,"cortex","Cux2","1","4410","left","12"
1,49,"cortex","Cux2","1","4411","left","12"
0,48,"cortex","Cux2","1","4412","left","12"
0,50,"cortex","Cux2","1","4413","left","12"
0,48,"cortex","Cux2","1","4414","left","12"
0,48,"cortex","Cux2","1","4415","left","12"
0,49,"cortex","Cux2","1","4416","left","12"
1,70,"cortex","Cux2","1","4417","left","12"
2,73,"cortex","Cux2","1","4418","left","12"
1,65,"cortex","Cux2","1","4419","left","12"
0,63,"cortex","Cux2","1","4420","left","12"
3,62,"cortex","Cux2","1","4421","left","12"
2,75,"cortex","Cux2","1","4423","left","12"
0,80,"cortex","Cux2","1","4424","left","12"
0,77,"cortex","Cux2","1","4425","left","12"
0,74,"cortex","Cux2","1","4426","left","12"
0,77,"cortex","Cux2","1","4427","left","12"
0,80,"cortex","Cux2","1","4428","left","12"
0,72,"cortex","Cux2","1","4430","left","12"
0,79,"cortex","Cux2","1","4431","left","12"
0,74,"cortex","Cux2","1","4432","left","12"
0,74,"cortex","Cux2","1","4436","left","12"
0,79,"cortex","Cux2","1","4437","left","12"
0,78,"cortex","Cux2","1","4438","left","12"
0,75,"cortex","Cux2","1","4439","left","12"
1,78,"cortex","Cux2","1","4440","left","12"
0,73,"cortex","Cux2","1","4441","left","12"
1,75,"cortex","Cux2","1","4442","left","12"
4,74,"cortex","Cux2","1","4444","left","12"
1,75,"cortex","Cux2","1","4445","left","12"
0,76,"cortex","Cux2","1","4446","left","12"
0,74,"cortex","Cux2","1","4447","left","12"
0,89,"cortex","Cux2","1","4448","left","12"
0,73,"cortex","Cux2","1","4452","left","12"
0,72,"cortex","Cux2","1","4453","left","12"
0,72,"cortex","Cux2","1","4454","left","12"
1,72,"cortex","Cux2","1","4457","left","12"
1,74,"cortex","Cux2","1","4458","left","12"
1,72,"cortex","Cux2","1","4459","left","12"
1,76,"cortex","Cux2","1","4460","left","12"
0,72,"cortex","Cux2","1","4461","left","12"
0,72,"cortex","Cux2","1","4462","left","12"
1,75,"cortex","Cux2","1","4463","left","12"
2,76,"cortex","Cux2","1","4464","left","12"
0,73,"cortex","Cux2","1","4467","left","12"
1,74,"cortex","Cux2","1","4469","left","12"
0,74,"cortex","Cux2","1","4470","left","12"
0,71,"cortex","Cux2","1","4472","left","12"
0,71,"cortex","Cux2","1","4473","left","12"
1,72,"cortex","Cux2","1","4474","left","12"
0,71,"cortex","Cux2","1","4475","left","12"
3,74,"cortex","Cux2","1","4476","left","12"
4,73,"cortex","Cux2","1","4477","left","12"
0,70,"cortex","Cux2","1","4478","left","12"
2,71,"cortex","Cux2","1","4479","left","12"
1,71,"cortex","Cux2","1","4483","left","12"
2,69,"cortex","Cux2","1","4484","left","12"
1,69,"cortex","Cux2","1","4485","left","12"
2,67,"cortex","Cux2","1","4486","left","12"
0,69,"cortex","Cux2","1","4487","left","12"
1,68,"cortex","Cux2","1","4488","left","12"
0,70,"cortex","Cux2","1","4489","left","12"
2,71,"cortex","Cux2","1","4490","left","12"
5,70,"cortex","Cux2","1","4491","left","12"
0,68,"cortex","Cux2","1","4492","left","12"
0,69,"cortex","Cux2","1","4494","left","12"
0,66,"cortex","Cux2","1","4496","left","12"
2,69,"cortex","Cux2","1","4497","left","12"
0,68,"cortex","Cux2","1","4498","left","12"
0,66,"cortex","Cux2","1","4500","left","12"
0,66,"cortex","Cux2","1","4502","left","12"
0,65,"cortex","Cux2","1","4505","left","12"
0,65,"cortex","Cux2","1","4506","left","12"
3,68,"cortex","Cux2","1","4507","left","12"
0,68,"cortex","Cux2","1","4509","left","12"
2,65,"cortex","Cux2","1","4512","left","12"
0,64,"cortex","Cux2","1","4513","left","12"
2,65,"cortex","Cux2","1","4514","left","12"
1,64,"cortex","Cux2","1","4515","left","12"
0,64,"cortex","Cux2","1","4518","left","12"
0,66,"cortex","Cux2","1","4520","left","12"
0,65,"cortex","Cux2","1","4521","left","12"
0,67,"cortex","Cux2","1","4523","left","12"
2,62,"cortex","Cux2","1","4526","left","12"
2,66,"cortex","Cux2","1","4527","left","12"
1,63,"cortex","Cux2","1","4530","left","12"
1,62,"cortex","Cux2","1","4531","left","12"
0,64,"cortex","Cux2","1","4533","left","12"
0,62,"cortex","Cux2","1","4535","left","12"
0,65,"cortex","Cux2","1","4537","left","12"
2,62,"cortex","Cux2","1","4538","left","12"
1,62,"cortex","Cux2","1","4539","left","12"
2,63,"cortex","Cux2","1","4540","left","12"
1,60,"cortex","Cux2","1","4544","left","12"
1,61,"cortex","Cux2","1","4545","left","12"
0,59,"cortex","Cux2","1","4546","left","12"
2,60,"cortex","Cux2","1","4547","left","12"
1,61,"cortex","Cux2","1","4548","left","12"
0,60,"cortex","Cux2","1","4549","left","12"
0,62,"cortex","Cux2","1","4552","left","12"
3,60,"cortex","Cux2","1","4553","left","12"
0,61,"cortex","Cux2","1","4554","left","12"
1,59,"cortex","Cux2","1","4555","left","12"
1,61,"cortex","Cux2","1","4558","left","12"
1,60,"cortex","Cux2","1","4562","left","12"
0,59,"cortex","Cux2","1","4563","left","12"
0,59,"cortex","Cux2","1","4564","left","12"
0,60,"cortex","Cux2","1","4566","left","12"
0,60,"cortex","Cux2","1","4568","left","12"
0,60,"cortex","Cux2","1","4570","left","12"
0,59,"cortex","Cux2","1","4571","left","12"
0,59,"cortex","Cux2","1","4572","left","12"
2,58,"cortex","Cux2","1","4573","left","12"
2,58,"cortex","Cux2","1","4574","left","12"
3,57,"cortex","Cux2","1","4575","left","12"
1,59,"cortex","Cux2","1","4576","left","12"
0,61,"cortex","Cux2","1","4578","left","12"
1,59,"cortex","Cux2","1","4579","left","12"
0,58,"cortex","Cux2","1","4581","left","12"
0,58,"cortex","Cux2","1","4583","left","12"
0,57,"cortex","Cux2","1","4586","left","12"
0,58,"cortex","Cux2","1","4587","left","12"
0,59,"cortex","Cux2","1","4588","left","12"
0,56,"cortex","Cux2","1","4590","left","12"
1,57,"cortex","Cux2","1","4591","left","12"
0,58,"cortex","Cux2","1","4592","left","12"
0,58,"cortex","Cux2","1","4593","left","12"
0,56,"cortex","Cux2","1","4594","left","12"
2,57,"cortex","Cux2","1","4598","left","12"
1,58,"cortex","Cux2","1","4600","left","12"
0,56,"cortex","Cux2","1","4602","left","12"
1,55,"cortex","Cux2","1","4603","left","12"
1,56,"cortex","Cux2","1","4604","left","12"
0,55,"cortex","Cux2","1","4606","left","12"
2,54,"cortex","Cux2","1","4607","left","12"
1,55,"cortex","Cux2","1","4609","left","12"
0,57,"cortex","Cux2","1","4610","left","12"
1,54,"cortex","Cux2","1","4613","left","12"
0,55,"cortex","Cux2","1","4616","left","12"
0,54,"cortex","Cux2","1","4617","left","12"
1,54,"cortex","Cux2","1","4618","left","12"
3,54,"cortex","Cux2","1","4619","left","12"
1,55,"cortex","Cux2","1","4621","left","12"
2,53,"cortex","Cux2","1","4624","left","12"
0,52,"cortex","Cux2","1","4625","left","12"
2,52,"cortex","Cux2","1","4626","left","12"
0,54,"cortex","Cux2","1","4627","left","12"
0,52,"cortex","Cux2","1","4629","left","12"
2,52,"cortex","Cux2","1","4630","left","12"
1,54,"cortex","Cux2","1","4631","left","12"
0,51,"cortex","Cux2","1","4632","left","12"
1,52,"cortex","Cux2","1","4635","left","12"
0,50,"cortex","Cux2","1","4636","left","12"
0,51,"cortex","Cux2","1","4637","left","12"
0,50,"cortex","Cux2","1","4638","left","12"
0,51,"cortex","Cux2","1","4639","left","12"
0,51,"cortex","Cux2","1","4641","left","12"
0,50,"cortex","Cux2","1","4642","left","12"
1,73,"cortex","Cux2","1","4643","left","12"
0,69,"cortex","Cux2","1","4644","left","12"
1,69,"cortex","Cux2","1","4645","left","12"
0,62,"cortex","Cux2","1","4647","left","12"
2,55,"cortex","Cux2","1","4650","left","12"
0,56,"cortex","Cux2","1","4651","left","12"
0,46,"cortex","Cux2","1","7774","left","12"
0,46,"cortex","Cux2","1","7778","left","12"
1,46,"cortex","Cux2","1","7780","left","12"
0,46,"cortex","Cux2","1","7781","left","12"
0,45,"cortex","Cux2","1","7782","left","12"
0,45,"cortex","Cux2","1","7785","left","12"
0,44,"cortex","Cux2","1","7786","left","12"
0,44,"cortex","Cux2","1","7788","left","12"
0,44,"cortex","Cux2","1","7789","left","12"
0,42,"cortex","Cux2","1","7793","left","12"
0,42,"cortex","Cux2","1","7794","left","12"
0,42,"cortex","Cux2","1","7797","left","12"
1,43,"cortex","Cux2","1","7798","left","12"
0,42,"cortex","Cux2","1","7800","left","12"
0,41,"cortex","Cux2","1","7801","left","12"
0,42,"cortex","Cux2","1","7802","left","12"
2,39,"cortex","Cux2","1","7805","left","12"
0,41,"cortex","Cux2","1","7806","left","12"
0,40,"cortex","Cux2","1","7808","left","12"
0,40,"cortex","Cux2","1","7809","left","12"
0,41,"cortex","Cux2","1","7811","left","12"
4,40,"cortex","Cux2","1","7812","left","12"
0,39,"cortex","Cux2","1","7815","left","12"
0,39,"cortex","Cux2","1","7817","left","12"
0,39,"cortex","Cux2","1","7818","left","12"
0,40,"cortex","Cux2","1","7819","left","12"
1,38,"cortex","Cux2","1","7821","left","12"
1,39,"cortex","Cux2","1","7822","left","12"
0,39,"cortex","Cux2","1","7824","left","12"
0,39,"cortex","Cux2","1","7825","left","12"
0,38,"cortex","Cux2","1","7826","left","12"
1,37,"cortex","Cux2","1","7828","left","12"
0,37,"cortex","Cux2","1","7831","left","12"
1,37,"cortex","Cux2","1","7832","left","12"
1,36,"cortex","Cux2","1","7835","left","12"
0,37,"cortex","Cux2","1","7838","left","12"
1,36,"cortex","Cux2","1","7839","left","12"
0,36,"cortex","Cux2","1","7841","left","12"
0,36,"cortex","Cux2","1","7842","left","12"
0,35,"cortex","Cux2","1","7843","left","12"
2,36,"cortex","Cux2","1","7844","left","12"
0,35,"cortex","Cux2","1","7845","left","12"
0,35,"cortex","Cux2","1","7847","left","12"
0,35,"cortex","Cux2","1","7851","left","12"
0,35,"cortex","Cux2","1","7852","left","12"
0,35,"cortex","Cux2","1","7853","left","12"
0,33,"cortex","Cux2","1","7854","left","12"
1,33,"cortex","Cux2","1","7855","left","12"
0,34,"cortex","Cux2","1","7856","left","12"
0,33,"cortex","Cux2","1","7857","left","12"
0,32,"cortex","Cux2","1","7859","left","12"
0,32,"cortex","Cux2","1","7860","left","12"
1,33,"cortex","Cux2","1","7861","left","12"
1,33,"cortex","Cux2","1","7864","left","12"
0,33,"cortex","Cux2","1","7865","left","12"
0,33,"cortex","Cux2","1","7866","left","12"
1,33,"cortex","Cux2","1","7868","left","12"
0,31,"cortex","Cux2","1","7869","left","12"
1,32,"cortex","Cux2","1","7870","left","12"
1,31,"cortex","Cux2","1","7871","left","12"
0,32,"cortex","Cux2","1","7874","left","12"
0,30,"cortex","Cux2","1","7879","left","12"
0,32,"cortex","Cux2","1","7880","left","12"
0,30,"cortex","Cux2","1","7882","left","12"
0,30,"cortex","Cux2","1","7883","left","12"
0,30,"cortex","Cux2","1","7884","left","12"
0,31,"cortex","Cux2","1","7885","left","12"
1,29,"cortex","Cux2","1","7887","left","12"
0,30,"cortex","Cux2","1","7888","left","12"
1,29,"cortex","Cux2","1","7890","left","12"
0,30,"cortex","Cux2","1","7893","left","12"
0,29,"cortex","Cux2","1","7894","left","12"
0,28,"cortex","Cux2","1","7895","left","12"
0,28,"cortex","Cux2","1","7897","left","12"
0,29,"cortex","Cux2","1","7898","left","12"
0,28,"cortex","Cux2","1","7899","left","12"
0,27,"cortex","Cux2","1","7900","left","12"
0,29,"cortex","Cux2","1","7901","left","12"
0,27,"cortex","Cux2","1","7903","left","12"
0,27,"cortex","Cux2","1","7904","left","12"
0,28,"cortex","Cux2","1","7905","left","12"
0,28,"cortex","Cux2","1","7908","left","12"
0,26,"cortex","Cux2","1","7909","left","12"
0,26,"cortex","Cux2","1","7910","left","12"
0,25,"cortex","Cux2","1","7913","left","12"
0,25,"cortex","Cux2","1","7916","left","12"
1,24,"cortex","Cux2","1","7917","left","12"
0,24,"cortex","Cux2","1","7919","left","12"
1,22,"cortex","Cux2","1","7923","left","12"
0,24,"cortex","Cux2","1","7924","left","12"
0,24,"cortex","Cux2","1","7925","left","12"
0,24,"cortex","Cux2","1","7926","left","12"
0,23,"cortex","Cux2","1","7928","left","12"
0,22,"cortex","Cux2","1","7930","left","12"
0,22,"cortex","Cux2","1","7934","left","12"
0,23,"cortex","Cux2","1","7935","left","12"
0,24,"cortex","Cux2","1","7936","left","12"
1,22,"cortex","Cux2","1","7937","left","12"
0,21,"cortex","Cux2","1","7940","left","12"
1,21,"cortex","Cux2","1","7941","left","12"
0,21,"cortex","Cux2","1","7943","left","12"
0,20,"cortex","Cux2","1","7945","left","12"
0,17,"cortex","Cux2","1","7946","left","12"
2,22,"cortex","Cux2","1","7947","left","12"
0,20,"cortex","Cux2","1","7948","left","12"
0,20,"cortex","Cux2","1","7949","left","12"
0,20,"cortex","Cux2","1","7950","left","12"
0,47,"cortex","Cux2","1","7956","left","12"
0,47,"cortex","Cux2","1","7957","left","12"
1,47,"cortex","Cux2","1","7958","left","12"
